protein,gene_id,human_orth_id,human_pident,human_evalue,human_score,dog_orth_id,dog_pident,dog_evalue,dog_score,pig_orth_id,pig_pident,pig_evalue,pig_score,ferret_orth_id,ferret_pident,ferret_evalue,ferret_score
XP_004744788.1,RNF14,,,,,ENSCAFP00000030928,98.3,0.0,963,,,,,ENSMPUP00000007904,100,0.0,974
XP_004744789.1,RNF14,,,,,ENSCAFP00000030928,98.3,0.0,963,,,,,ENSMPUP00000007904,100,0.0,974
XP_004744794.1,RNF14,,,,,ENSCAFP00000030928,97.7,1.30e-255,705,,,,,ENSMPUP00000007904,100,4.99e-260,716
XP_004744795.1,PCDH12,,,,,,,,,,,,,ENSMPUP00000007913,100,0.0,2211
XP_004744797.2,DELE1,,,,,,,,,,,,,ENSMPUP00000007920,99.8,0.0,1037
XP_004744801.1,PCDH1,,,,,ENSCAFP00000009335,98.5,0.0,2341,,,,,ENSMPUP00000007934,100,0.0,2381
XP_004744802.1,PCDH1,ENSP00000287008,96.5,0.0,2278,ENSCAFP00000009335,98.9,0.0,2311,,,,,ENSMPUP00000007934,100,0.0,2337
XP_004744804.1,PCDH1,,,,,ENSCAFP00000009335,98.3,0.0,2077,,,,,ENSMPUP00000007934,99.9,0.0,2116
XP_004744805.1,HDAC3,ENSP00000302967,99.8,0.0,895,ENSCAFP00000030390,99.8,0.0,895,ENSSSCP00000015310,99.8,0.0,895,ENSMPUP00000008127,99.5,0.0,892
XP_004744807.1,HDAC3,ENSP00000302967,99.7,3.19e-283,774,ENSCAFP00000030390,99.7,3.19e-283,774,ENSSSCP00000015310,99.7,3.19e-283,774,ENSMPUP00000008127,100,8.45e-284,776
XP_004744812.1,FCHSD1,,,,,,,,,,,,,ENSMPUP00000007964,99.4,0.0,1282
XP_004744813.1,FCHSD1,,,,,,,,,,,,,ENSMPUP00000007964,99.6,0.0,1278
XP_004744817.1,ARAP3,,,,,,,,,,,,,ENSMPUP00000007938,100,0.0,3044
XP_004744819.1,DIAPH1,,,,,,,,,,,,,ENSMPUP00000008231,99.8,0.0,1879
XP_004744820.1,DIAPH1,,,,,,,,,,,,,ENSMPUP00000008231,99.1,0.0,1855
XP_004744827.1,TAF7,ENSP00000312709,99.3,3.93e-204,570,ENSCAFP00000037152,99.7,6.81e-205,572,ENSSSCP00000026015,99.3,3.93e-204,570,ENSMPUP00000019916,100,2.90e-205,573
XP_004744828.1,SLC25A2,,,,,ENSCAFP00000036542,92.7,3.02e-200,556,,,,,,,,
XP_004744832.1,HARS2,,,,,,,,,,,,,ENSMPUP00000008358,100,0.0,1001
XP_004744834.1,ZMAT2,ENSP00000274712,100,2.03e-120,346,ENSCAFP00000008845,100,2.03e-120,346,ENSSSCP00000022730,99.5,1.17e-119,344,ENSMPUP00000008320,100,2.03e-120,346
XP_004744835.1,WDR55,,,,,,,,,,,,,ENSMPUP00000008379,100,6.29e-272,744
XP_004744836.1,DND1,,,,,ENSCAFP00000008815,95.2,6.20e-242,666,ENSSSCP00000015291,94.6,1.98e-238,657,,,,
XP_004744837.1,HARS1,,,,,,,,,,,,,ENSMPUP00000008370,100,0.0,979
XP_004744844.1,TMCO6,,,,,,,,,,,,,ENSMPUP00000008384,100,0.0,871
XP_004744846.1,TMCO6,,,,,,,,,,,,,ENSMPUP00000008384,100,0.0,937
XP_004744847.1,TMCO6,,,,,,,,,,,,,ENSMPUP00000008384,100,5.56e-277,764
XP_004744848.1,CD14,,,,,,,,,,,,,ENSMPUP00000008395,100,9.63e-271,740
XP_004744849.1,SRA1,,,,,,,,,,,,,ENSMPUP00000008428,100,4.16e-156,439
XP_004744852.1,APBB3,,,,,ENSCAFP00000040405,95.8,0.0,964,,,,,ENSMPUP00000008418,99.6,0.0,991
XP_004744854.1,APBB3,,,,,,,,,,,,,ENSMPUP00000008418,100,0.0,995
XP_004744855.1,LOC101684862,,,,,,,,,,,,,ENSMPUP00000019655,100,2.73e-241,664
XP_004744856.2,LOC101685149,,,,,ENSCAFP00000008682,95.8,0.0,3646,,,,,ENSMPUP00000008477,97.8,0.0,3575
XP_004744860.2,LOC101685149,,,,,,,,,,,,,ENSMPUP00000008477,97.8,0.0,3623
XP_004744861.2,LOC101685149,,,,,,,,,,,,,ENSMPUP00000008477,97.1,0.0,3580
XP_004744862.2,LOC101685149,,,,,ENSCAFP00000008682,86.3,0.0,3080,,,,,ENSMPUP00000008477,87.9,0.0,3003
XP_004744866.1,LOC101685149,,,,,ENSCAFP00000008682,98.9,1.29e-153,496,,,,,ENSMPUP00000008477,100,1.25e-156,504
XP_004744871.1,HBEGF,,,,,,,,,,,,,ENSMPUP00000008900,100,5.71e-145,409
XP_004744873.1,PFDN1,ENSP00000261813,99.2,6.50e-73,219,ENSCAFP00000008579,100,1.60e-73,221,,,,,ENSMPUP00000019061,99.2,1.31e-72,219
XP_004744874.1,LOC101689361,,,,,,,,,ENSSSCP00000030403,100,1.24e-32,112,,,,
XP_004744875.2,PSD2,,,,,,,,,,,,,ENSMPUP00000008997,100,0.0,1502
XP_004744877.1,PSD2,,,,,,,,,,,,,ENSMPUP00000008997,99.9,0.0,1496
XP_004744879.1,CXXC5,,,,,ENSCAFP00000008549,86.2,6.65e-147,422,,,,,ENSMPUP00000009025,100,3.54e-151,433
XP_004744880.1,CXXC5,,,,,ENSCAFP00000008549,86.2,6.65e-147,422,,,,,ENSMPUP00000009025,100,3.54e-151,433
XP_004744881.1,UBE2D2,ENSP00000381717,100,5.15e-109,313,ENSCAFP00000036297,100,5.15e-109,313,,,,,,,,
XP_004744883.2,STING1,,,,,,,,,,,,,ENSMPUP00000009043,91.3,5.82e-271,743
XP_004744884.2,STING1,,,,,,,,,,,,,ENSMPUP00000009043,91.3,5.82e-271,743
XP_004744885.2,STING1,,,,,,,,,,,,,ENSMPUP00000009043,91.3,5.82e-271,743
XP_004744889.1,ECSCR,,,,,,,,,,,,,ENSMPUP00000009088,100,5.40e-130,372
XP_004744890.1,ECSCR,,,,,,,,,,,,,ENSMPUP00000009088,99.6,2.02e-127,365
XP_004744891.1,ECSCR,,,,,,,,,,,,,ENSMPUP00000009088,83.4,6.83e-98,289
XP_004744892.1,DNAJC18,,,,,ENSCAFP00000008523,92.7,1.91e-238,657,,,,,ENSMPUP00000009100,100,5.76e-245,674
XP_004744895.1,SPATA24,,,,,,,,,ENSSSCP00000015263,97.6,2.56e-126,361,ENSMPUP00000009109,100,2.29e-129,369
XP_004744897.1,PROB1,,,,,,,,,,,,,ENSMPUP00000019657,100,0.0,1761
XP_004744898.1,MZB1,,,,,,,,,,,,,ENSMPUP00000009163,100,2.38e-139,393
XP_004744899.2,PAIP2,ENSP00000378275,100,2.05e-82,244,,,,,ENSSSCP00000021401,100,1.85e-82,244,ENSMPUP00000009213,100,1.85e-82,244
XP_004744906.1,MATR3,,,,,ENSCAFP00000001941,97.8,0.0,1604,ENSSSCP00000015258,98.6,0.0,1597,ENSMPUP00000009223,98.3,0.0,1613
XP_004744910.1,SIL1,,,,,,,,,,,,,ENSMPUP00000009233,99.8,6.07e-309,847
XP_004744912.1,SIL1,,,,,,,,,,,,,ENSMPUP00000009233,99.8,6.07e-309,847
XP_004744915.1,LRRTM2,,,,,,,,,ENSSSCP00000022367,98.1,3.24e-221,627,ENSMPUP00000009250,100,1.17e-228,646
XP_004744917.1,HSPA9,ENSP00000297185,99.1,0.0,1283,ENSCAFP00000001849,99.4,0.0,1285,ENSSSCP00000015252,98.7,0.0,1278,ENSMPUP00000009254,100,0.0,1291
XP_004744918.1,ETF1,,,,,ENSCAFP00000001835,100,2.66e-315,858,ENSSSCP00000015251,100,2.66e-315,858,ENSMPUP00000009263,100,2.66e-315,858
XP_004744919.1,EGR1,,,,,,,,,,,,,ENSMPUP00000009268,100,1.31e-277,772
XP_004744920.1,REEP2,,,,,,,,,,,,,ENSMPUP00000009272,100,1.95e-173,484
XP_004744921.1,REEP2,,,,,ENSCAFP00000001786,96.1,2.17e-165,464,,,,,ENSMPUP00000009272,99.6,5.15e-171,478
XP_004744922.1,REEP2,,,,,,,,,,,,,ENSMPUP00000009272,99.2,8.20e-170,475
XP_004744923.1,REEP2,,,,,,,,,,,,,ENSMPUP00000009272,98.8,2.16e-167,469
XP_004744926.1,FAM53C,ENSP00000239906,96.7,1.02e-276,757,ENSCAFP00000001754,98.7,5.73e-283,773,ENSSSCP00000019314,97.7,5.04e-277,758,,,,
XP_004744929.2,KDM3B,ENSP00000326563,96.0,0.0,3189,ENSCAFP00000001774,98.1,0.0,3260,,,,,ENSMPUP00000009333,99.9,0.0,3228
XP_004744931.1,GFRA3,,,,,,,,,,,,,ENSMPUP00000009418,100,2.87e-299,815
XP_004744932.1,GFRA3,,,,,,,,,,,,,ENSMPUP00000009418,100,2.87e-299,815
XP_004744934.1,NME5,,,,,,,,,,,,,ENSMPUP00000009618,100,1.19e-155,436
XP_004744935.1,NME5,,,,,,,,,,,,,ENSMPUP00000009618,100,1.19e-155,436
XP_004744944.1,KIF20A,,,,,,,,,,,,,ENSMPUP00000009584,100,0.0,1669
XP_004744946.1,PKD2L2,,,,,,,,,,,,,ENSMPUP00000009708,100,0.0,1217
XP_004744957.1,KLHL3,,,,,,,,,,,,,ENSMPUP00000009830,100,3.07e-262,738
XP_004744960.1,HNRNPA0,,,,,,,,,,,,,ENSMPUP00000019662,100,1.07e-148,426
XP_004744961.1,MYOT,,,,,ENSCAFP00000001610,97.2,0.0,952,,,,,ENSMPUP00000009768,99.8,0.0,971
XP_004744962.1,MYOT,,,,,ENSCAFP00000001610,97.0,0.0,947,,,,,ENSMPUP00000009768,100,0.0,976
XP_004744965.1,SPOCK1,ENSP00000378401,94.8,0.0,879,,,,,,,,,,,,
XP_004744967.1,SMAD5,ENSP00000441954,100,0.0,909,ENSCAFP00000001536,100,0.0,909,ENSSSCP00000030841,100,0.0,909,ENSMPUP00000009860,100,0.0,909
XP_004744968.1,SMAD5,ENSP00000441954,100,0.0,909,ENSCAFP00000001536,100,0.0,909,ENSSSCP00000030841,100,0.0,909,ENSMPUP00000009860,100,0.0,909
XP_004744970.1,TGFBI,,,,,,,,,,,,,ENSMPUP00000009863,100,0.0,1343
XP_004744971.1,LECT2,,,,,,,,,,,,,ENSMPUP00000009870,100,8.47e-110,315
XP_004744975.1,CXCL14,,,,,,,,,ENSSSCP00000015221,98.0,2.43e-64,196,,,,
XP_004744980.1,SLC25A48,,,,,,,,,,,,,ENSMPUP00000009906,100,1.44e-228,629
XP_004744981.1,SLC25A48,,,,,,,,,,,,,ENSMPUP00000009906,100,1.44e-228,629
XP_004744982.1,SLC25A48,,,,,,,,,,,,,ENSMPUP00000009906,100,1.44e-228,629
XP_004744985.1,NEUROG1,,,,,,,,,,,,,ENSMPUP00000019664,100,3.63e-165,463
XP_004744986.1,TIFAB,,,,,,,,,,,,,ENSMPUP00000009934,100,8.80e-155,434
XP_004744991.1,CATSPER3,,,,,ENSCAFP00000001498,89.3,1.18e-247,684,,,,,ENSMPUP00000009957,100,2.56e-252,695
XP_004744993.1,CATSPER3,,,,,ENSCAFP00000001498,75.5,6.18e-197,553,,,,,ENSMPUP00000009957,83.3,1.80e-197,553
XP_004744994.1,CATSPER3,,,,,,,,,,,,,ENSMPUP00000009957,100,1.00e-209,584
XP_004744997.1,TXNDC15,,,,,,,,,,,,,ENSMPUP00000009961,100,7.08e-250,686
XP_004745000.1,CUNH5orf24,ENSP00000378427,96.8,1.59e-91,272,ENSCAFP00000034478,97.9,5.55e-92,273,ENSSSCP00000019715,96.8,5.55e-92,273,,,,
XP_004745002.1,CAMLG,,,,,,,,,,,,,ENSMPUP00000009986,100,5.72e-207,573
XP_004745004.1,SEC24A,,,,,,,,,,,,,ENSMPUP00000009994,100,0.0,2120
XP_004745005.1,SAR1B,ENSP00000385432,99.0,6.00e-142,400,ENSCAFP00000038069,100,7.30e-143,402,ENSSSCP00000015216,99.0,6.00e-142,400,ENSMPUP00000010012,100,7.30e-143,402
XP_004745008.1,JADE2,,,,,,,,,,,,,ENSMPUP00000010019,100,0.0,1628
XP_004745012.1,JADE2,,,,,,,,,,,,,ENSMPUP00000010019,100,0.0,1628
XP_004745013.1,JADE2,,,,,,,,,,,,,ENSMPUP00000010019,100,0.0,1628
XP_004745014.1,JADE2,,,,,,,,,,,,,ENSMPUP00000010019,100,0.0,1628
XP_004745017.2,CDKN2AIPNL,,,,,,,,,,,,,ENSMPUP00000010025,100,1.02e-78,234
XP_004745018.2,CDKN2AIPNL,ENSP00000394183,98.3,5.28e-76,227,ENSCAFP00000001441,99.1,1.60e-74,223,ENSSSCP00000015210,97.4,3.06e-75,225,ENSMPUP00000010025,99.1,3.16e-75,225
XP_004745019.1,UBE2B,ENSP00000265339,100,4.19e-106,306,ENSCAFP00000001440,100,4.19e-106,306,ENSSSCP00000012708,98.0,2.33e-103,299,ENSMPUP00000010036,100,4.19e-106,306
XP_004745021.1,UBE2B,ENSP00000265339,100,4.19e-106,306,ENSCAFP00000001440,100,4.19e-106,306,ENSSSCP00000012708,98.0,2.33e-103,299,ENSMPUP00000010036,100,4.19e-106,306
XP_004745027.1,LOC101676954,ENSP00000418447,100,2.51e-237,650,ENSCAFP00000009667,97.4,3.29e-233,640,,,,,ENSMPUP00000010092,100,2.51e-237,650
XP_004745034.1,VDAC1,,,,,,,,,,,,,ENSMPUP00000010145,100,2.84e-205,567
XP_004745035.1,VDAC1,,,,,,,,,,,,,ENSMPUP00000010145,100,2.84e-205,567
XP_004745036.1,VDAC1,,,,,,,,,,,,,ENSMPUP00000010145,100,2.84e-205,567
XP_004745037.1,CUNH5orf15,,,,,,,,,,,,,ENSMPUP00000010208,100,3.66e-183,510
XP_004745039.1,HSPA4,ENSP00000302961,94.2,0.0,1472,,,,,ENSSSCP00000015203,96.7,0.0,1503,ENSMPUP00000010229,99.1,0.0,1479
XP_004745040.1,ZCCHC10,,,,,ENSCAFP00000042589,100,2.85e-48,161,,,,,,,,
XP_004745041.1,LEAP2,,,,,ENSCAFP00000001314,93.5,2.93e-46,149,,,,,,,,
XP_004745042.1,GDF9,,,,,,,,,,,,,ENSMPUP00000010375,100,1.24e-290,795
XP_004745045.1,GDF9,,,,,,,,,,,,,ENSMPUP00000010375,100,8.58e-291,793
XP_004745047.1,GDF9,,,,,,,,,,,,,ENSMPUP00000010375,100,3.49e-274,750
XP_004745048.1,GDF9,,,,,,,,,,,,,ENSMPUP00000010375,100,3.49e-274,750
XP_004745050.1,LOC101683221,,,,,ENSCAFP00000001308,96.3,1.69e-54,170,,,,,ENSMPUP00000010367,98.8,2.50e-55,172
XP_004745053.1,SEPTIN8,ENSP00000367991,98.8,6.05e-310,849,ENSCAFP00000001296,99.0,9.65e-307,853,,,,,,,,
XP_004745054.1,SEPTIN8,ENSP00000367991,98.8,1.67e-309,848,ENSCAFP00000001296,99.0,2.65e-306,852,,,,,,,,
XP_004745056.1,SEPTIN8,,,,,,,,,,,,,ENSMPUP00000010413,99.8,4.99e-274,754
XP_004745057.1,SEPTIN8,ENSP00000367991,99.5,1.23e-270,747,ENSCAFP00000001296,99.3,3.46e-266,748,,,,,ENSMPUP00000010413,100,1.54e-274,755
XP_004745058.1,SEPTIN8,ENSP00000367991,99.5,2.91e-271,749,ENSCAFP00000001296,99.3,8.21e-267,750,,,,,ENSMPUP00000010413,100,1.72e-273,752
XP_004745059.1,KIF3A,ENSP00000385808,95.2,0.0,1227,ENSCAFP00000001284,95.6,0.0,1222,ENSSSCP00000015194,95.7,0.0,1228,ENSMPUP00000010419,99.6,0.0,1243
XP_004745063.2,IL13,,,,,,,,,,,,,ENSMPUP00000010430,99.2,7.61e-84,250
XP_004745064.1,SLC22A5,,,,,,,,,,,,,ENSMPUP00000010456,100,0.0,1090
XP_004745067.1,RAD50,,,,,,,,,,,,,ENSMPUP00000010438,100,0.0,2159
XP_004745069.1,RAD50,,,,,,,,,,,,,ENSMPUP00000010438,100,0.0,2159
XP_004745070.1,SLC22A4,,,,,,,,,,,,,ENSMPUP00000010626,100,0.0,1027
XP_004745071.1,SLC22A4,,,,,,,,,,,,,ENSMPUP00000010626,100,0.0,1027
XP_004745072.1,SLC22A4,,,,,,,,,,,,,ENSMPUP00000010626,100,0.0,1070
XP_004745076.2,PDLIM4,,,,,,,,,,,,,ENSMPUP00000010629,99.7,1.21e-246,676
XP_004745077.2,PDLIM4,,,,,,,,,,,,,ENSMPUP00000010629,99.6,6.85e-160,453
XP_004745080.2,P4HA2,,,,,ENSCAFP00000001181,96.4,0.0,1044,,,,,ENSMPUP00000010633,97.8,0.0,1058
XP_004745085.2,P4HA2,,,,,ENSCAFP00000001181,96.4,0.0,1044,,,,,ENSMPUP00000010633,97.8,0.0,1058
XP_004745087.1,P4HA2,,,,,ENSCAFP00000001181,96.4,0.0,1044,,,,,ENSMPUP00000010633,97.8,0.0,1058
XP_004745121.1,IL9,,,,,,,,,,,,,ENSMPUP00000009884,100,1.05e-97,284
XP_004745127.1,TTC14,,,,,,,,,,,,,ENSMPUP00000002298,100,0.0,1301
XP_004745128.1,CCDC39,,,,,,,,,,,,,ENSMPUP00000002300,100,0.0,1553
XP_004745129.1,FXR1,,,,,,,,,ENSSSCP00000023407,99.6,0.0,1240,,,,
XP_004745130.1,FXR1,,,,,,,,,ENSSSCP00000023407,95.6,0.0,1191,,,,
XP_004745131.1,FXR1,,,,,,,,,ENSSSCP00000023407,95.4,0.0,1169,ENSMPUP00000002309,100,0.0,1190
XP_004745132.1,FXR1,,,,,ENSCAFP00000017098,100,0.0,1155,,,,,ENSMPUP00000002309,95.8,0.0,1140
XP_004745133.1,FXR1,,,,,,,,,ENSSSCP00000023407,99.6,0.0,1053,,,,
XP_004745134.1,DNAJC19,ENSP00000372005,99.1,1.84e-76,228,ENSCAFP00000040918,98.3,7.50e-76,226,ENSSSCP00000012541,98.3,7.50e-76,226,ENSMPUP00000002312,100,7.50e-76,226
XP_004745136.2,DCUN1D1,ENSP00000292782,100,1.64e-179,499,ENSCAFP00000017275,100,9.45e-180,499,ENSSSCP00000019975,100,1.64e-179,499,ENSMPUP00000002342,100,9.45e-180,499
XP_004745137.1,DCUN1D1,ENSP00000292782,100,2.42e-188,523,,,,,ENSSSCP00000019975,100,2.42e-188,523,,,,
XP_004745138.1,DCUN1D1,ENSP00000292782,100,1.64e-179,499,ENSCAFP00000017275,100,9.45e-180,499,ENSSSCP00000019975,100,1.64e-179,499,ENSMPUP00000002342,100,9.45e-180,499
XP_004745139.1,DCUN1D1,ENSP00000292782,100,1.64e-179,499,ENSCAFP00000017275,100,9.45e-180,499,ENSSSCP00000019975,100,1.64e-179,499,ENSMPUP00000002342,100,9.45e-180,499
XP_004745141.1,LAMP3,,,,,,,,,,,,,ENSMPUP00000002350,92.8,1.06e-239,667
XP_004745142.1,B3GNT5,,,,,,,,,,,,,ENSMPUP00000019145,100,1.30e-287,783
XP_004745143.1,B3GNT5,,,,,,,,,,,,,ENSMPUP00000019145,100,1.30e-287,783
XP_004745144.1,B3GNT5,,,,,,,,,,,,,ENSMPUP00000019145,100,1.30e-287,783
XP_004745146.1,B3GNT5,,,,,,,,,,,,,ENSMPUP00000019145,100,1.30e-287,783
XP_004745147.1,KLHL6,ENSP00000341342,97.9,0.0,1143,,,,,,,,,,,,
XP_004745150.1,KLHL24,,,,,ENSCAFP00000017471,100,0.0,1148,,,,,ENSMPUP00000002363,100,0.0,1148
XP_004745152.1,KLHL24,,,,,ENSCAFP00000017471,100,0.0,1148,,,,,ENSMPUP00000002363,100,0.0,1148
XP_004745153.1,KLHL24,,,,,ENSCAFP00000017471,100,0.0,1148,,,,,ENSMPUP00000002363,100,0.0,1148
XP_004745154.1,KLHL24,,,,,ENSCAFP00000017471,100,0.0,1148,,,,,ENSMPUP00000002363,100,0.0,1148
XP_004745155.2,YEATS2,,,,,,,,,,,,,ENSMPUP00000002367,99.9,0.0,2550
XP_004745156.2,YEATS2,,,,,,,,,,,,,ENSMPUP00000002367,99.9,0.0,2550
XP_004745157.2,YEATS2,,,,,,,,,,,,,ENSMPUP00000002367,99.9,0.0,2550
XP_004745161.1,PARL,,,,,ENSCAFP00000017641,98.4,2.39e-277,758,,,,,ENSMPUP00000002371,100,1.51e-282,771
XP_004745162.1,PARL,,,,,ENSCAFP00000017641,84.8,7.93e-231,638,,,,,ENSMPUP00000002371,86.5,5.04e-236,651
XP_004745163.1,ABCC5,,,,,ENSCAFP00000017829,98.5,0.0,2714,,,,,ENSMPUP00000002373,100,0.0,2758
XP_004745165.1,ABCC5,,,,,ENSCAFP00000017829,98.5,0.0,2320,,,,,ENSMPUP00000002373,100,0.0,2359
XP_004745168.1,ABCC5,,,,,ENSCAFP00000017829,98.0,4.65e-127,397,,,,,ENSMPUP00000002373,99.0,3.20e-129,403
XP_004745170.2,LOC101671890,,,,,ENSCAFP00000017883,88.4,3.85e-286,786,,,,,,,,
XP_004745171.1,DVL3,ENSP00000316054,99.3,0.0,1162,ENSCAFP00000017997,99.0,0.0,1155,,,,,ENSMPUP00000002416,99.6,0.0,1154
XP_004745173.1,EIF2B5,,,,,,,,,,,,,ENSMPUP00000002407,100,0.0,1345
XP_004745177.1,AP2M1,ENSP00000292807,100,0.0,863,ENSCAFP00000018117,99.5,2.30e-313,853,ENSSSCP00000024773,100,0.0,863,ENSMPUP00000002421,100,0.0,863
XP_004745178.1,AP2M1,ENSP00000292807,99.5,2.90e-313,853,ENSCAFP00000018117,100,3.15e-315,858,ENSSSCP00000024773,99.5,2.90e-313,853,ENSMPUP00000002421,99.5,2.90e-313,853
XP_004745179.1,ABCF3,ENSP00000411471,98.0,0.0,1345,ENSCAFP00000018279,99.6,0.0,1364,ENSSSCP00000021222,98.2,0.0,1345,,,,
XP_004745180.1,ALG3,,,,,,,,,,,,,ENSMPUP00000002469,99.8,0.0,877
XP_004745183.1,ALG3,,,,,,,,,,,,,ENSMPUP00000002469,83.1,1.72e-251,694
XP_004745184.1,ALG3,,,,,ENSCAFP00000035222,93.6,3.09e-243,672,,,,,,,,
XP_004745187.2,VWA5B2,,,,,,,,,,,,,ENSMPUP00000002464,99.8,0.0,2440
XP_004745188.1,LOC101676664,,,,,,,,,,,,,ENSMPUP00000002503,96.7,0.0,1788
XP_004745194.1,LOC101676664,,,,,,,,,,,,,ENSMPUP00000002503,96.7,0.0,1354
XP_004745196.1,LOC101676664,,,,,,,,,,,,,ENSMPUP00000002503,98.1,0.0,1480
XP_004745198.1,LOC101676664,,,,,ENSCAFP00000018512,97.2,0.0,1443,,,,,ENSMPUP00000002503,100,0.0,1477
XP_004745200.1,CAMK2N2,ENSP00000296238,98.7,9.23e-53,165,ENSCAFP00000018525,100,2.26e-53,167,ENSSSCP00000027600,98.7,9.23e-53,165,ENSMPUP00000002675,100,2.26e-53,167
XP_004745201.2,PSMD2,,,,,ENSCAFP00000018645,99.4,0.0,1721,ENSSSCP00000022604,98.5,0.0,1699,ENSMPUP00000002684,100,0.0,1731
XP_004745210.2,CLCN2,,,,,ENSCAFP00000018865,95.7,0.0,1677,,,,,ENSMPUP00000002817,99.9,0.0,1727
XP_004745215.1,FAM131A,ENSP00000373360,97.3,3.27e-255,701,ENSCAFP00000018711,98.6,7.18e-259,710,ENSSSCP00000027627,97.8,3.41e-257,706,,,,
XP_004745216.1,FAM131A,ENSP00000373360,96.7,9.36e-230,635,ENSCAFP00000018711,98.2,2.06e-233,645,ENSSSCP00000027627,97.3,9.79e-232,640,ENSMPUP00000002814,99.1,1.12e-236,653
XP_004745217.1,FAM131A,ENSP00000373360,96.8,9.52e-189,529,ENSCAFP00000018711,98.2,6.03e-192,537,ENSSSCP00000027627,97.2,2.86e-190,533,ENSMPUP00000002814,100,4.69e-195,545
XP_004745218.1,FAM131A,ENSP00000373360,96.8,9.52e-189,529,ENSCAFP00000018711,98.2,6.03e-192,537,ENSSSCP00000027627,97.2,2.86e-190,533,ENSMPUP00000002814,100,4.69e-195,545
XP_004745219.1,FAM131A,ENSP00000373360,96.8,9.52e-189,529,ENSCAFP00000018711,98.2,6.03e-192,537,ENSSSCP00000027627,97.2,2.86e-190,533,ENSMPUP00000002814,100,4.69e-195,545
XP_004745222.1,POLR2H,,,,,,,,,ENSSSCP00000021687,100,8.49e-105,302,ENSMPUP00000002823,100,8.49e-105,302
XP_004745223.1,LOC101684492,,,,,,,,,,,,,ENSMPUP00000018750,100,1.74e-221,609
XP_004745224.2,EPHB3,ENSP00000332118,96.7,0.0,1903,ENSCAFP00000019282,97.2,0.0,1897,ENSSSCP00000019424,97.2,0.0,1876,ENSMPUP00000002839,100,0.0,1928
XP_004745225.1,MAGEF1,,,,,,,,,,,,,ENSMPUP00000018756,100,2.16e-217,602
XP_004745227.2,CUNH3orf70,ENSP00000334974,95.6,4.14e-177,493,ENSCAFP00000019455,98.8,1.10e-181,505,,,,,,,,
XP_004745228.1,EHHADH,,,,,,,,,,,,,ENSMPUP00000002996,100,0.0,1449
XP_004745229.1,EHHADH,,,,,,,,,,,,,ENSMPUP00000002996,100,0.0,1310
XP_004745230.1,EHHADH,,,,,,,,,,,,,ENSMPUP00000002996,100,0.0,1310
XP_004745231.1,EHHADH,,,,,,,,,,,,,ENSMPUP00000002996,100,0.0,1310
XP_004745234.1,MAP3K13,,,,,,,,,,,,,ENSMPUP00000003031,100,0.0,1890
XP_004745240.1,MAP3K13,,,,,,,,,,,,,ENSMPUP00000003031,100,0.0,1890
XP_004745241.1,MAP3K13,,,,,,,,,,,,,ENSMPUP00000003031,100,0.0,1890
XP_004745242.2,TMEM41A,,,,,,,,,,,,,ENSMPUP00000003035,100,6.18e-206,570
XP_004745243.1,LIPH,,,,,,,,,,,,,ENSMPUP00000003039,100,0.0,928
XP_004745244.1,IGF2BP2,ENSP00000371634,98.5,0.0,1140,,,,,,,,,,,,
XP_004745247.1,IGF2BP2,ENSP00000371634,91.8,0.0,1043,,,,,,,,,,,,
XP_004745250.3,TRA2B,ENSP00000416959,100,4.79e-128,372,ENSCAFP00000019680,98.9,5.55e-127,370,ENSSSCP00000021460,99.5,2.96e-127,370,ENSMPUP00000003124,100,4.79e-128,372
XP_004745253.1,ETV5,,,,,ENSCAFP00000019797,97.3,0.0,999,,,,,ENSMPUP00000003130,100,0.0,1021
XP_004745254.1,DGKG,,,,,,,,,,,,,ENSMPUP00000003145,100,0.0,1637
XP_004745255.1,DGKG,,,,,,,,,,,,,ENSMPUP00000003145,95.1,0.0,1530
XP_004745256.1,DNAJB11,ENSP00000414398,98.6,5.70e-261,714,ENSCAFP00000019966,97.5,6.38e-258,707,ENSSSCP00000012569,99.4,4.18e-263,720,ENSMPUP00000003185,100,2.52e-264,723
XP_004745258.1,TBCCD1,,,,,,,,,,,,,ENSMPUP00000003180,100,0.0,1134
XP_004745259.1,TBCCD1,,,,,,,,,,,,,ENSMPUP00000003180,100,0.0,1134
XP_004745262.1,AHSG,,,,,,,,,,,,,ENSMPUP00000003190,97.8,3.56e-235,649
XP_004745263.1,AHSG,,,,,,,,,,,,,ENSMPUP00000003190,100,1.35e-240,662
XP_004745265.1,HRG,,,,,,,,,,,,,ENSMPUP00000003198,100,0.0,900
XP_004745266.1,HRG,,,,,,,,,,,,,ENSMPUP00000003198,91.9,4.02e-286,791
XP_004745267.1,HRG,,,,,,,,,,,,,ENSMPUP00000003198,100,3.61e-177,505
XP_004745268.1,KNG1,,,,,,,,,,,,,ENSMPUP00000003216,100,0.0,1157
XP_004745269.1,KNG1,,,,,,,,,,,,,ENSMPUP00000003216,96.0,2.12e-292,809
XP_004745271.1,RFC4,,,,,ENSCAFP00000020162,97.5,2.86e-249,685,,,,,ENSMPUP00000003304,100,5.87e-255,699
